"entity_id"	"query"	"entity_name"	"category"	"homepage"	"wikipedia_en"	"wikipedia_es"	"md5_homepage"	"md5_wikipedia_en"	"md5_wikipedia_es"
"RL2013D03E090"	"""Princeton University"""	"Princeton University"	"university"	"http://www.princeton.edu/"	"http://en.wikipedia.org/wiki/Princeton_University"	"http://es.wikipedia.org/wiki/Universidad_de_Princeton"	"46566fb422113909e5b8b4c856f54f29"	"025c855f0a1ffc6763a29f264c639540"	"bcde38f17272a1ee5088873f0b5e8c69"
"RL2013D03E091"	"""Columbia University"""	"Columbia University"	"university"	"http://www.columbia.edu/"	"http://en.wikipedia.org/wiki/Columbia_University"	"http://es.wikipedia.org/wiki/Universidad_de_Columbia"	"590da6e134c89e5ad6a1acc9cfb35050"	"5f61d5d8b900e038aab5b5ff67e681b6"	"37a151eaf333db71f8f03d40442ca718"
"RL2013D03E093"	"""Yale University"""	"Yale University"	"university"	"http://www.yale.edu/"	"http://en.wikipedia.org/wiki/Yale_University"	"http://es.wikipedia.org/wiki/Universidad_Yale"	"0409cad82d24cec6f461d7bfa95a4bcb"	"620820a0a6887335b2b9e504da200416"	"e1f71e6102621f4d376ee1304d44eb8b"
"RL2013D03E096"	"""Johns Hopkins University"""	"The Johns Hopkins University"	"university"	"http://www.jhu.edu/"	"http://en.wikipedia.org/wiki/Johns_Hopkins_University"	"http://es.wikipedia.org/wiki/Universidad_Johns_Hopkins"	"825915a0b643745c640866763472e4d8"	"631c92f864981699986b8cf657d5166a"	"06c0b03156d9de21817735ae0af96e1b"
"RL2013D03E097"	"""New York University"""	"New York University"	"university"	"http://www.nyu.edu/"	"http://en.wikipedia.org/wiki/New_York_University"	"http://es.wikipedia.org/wiki/Universidad_de_Nueva_York"	"838e0e72279f984f5182a721cb04bd04"	"2fafbff188a9474e5196a9ad10833979"	"d874a2297e9bea7d93000c8b0f46cd64"
"RL2013D03E124"	"""Oxford University"""	"University of Oxford"	"university"	"http://www.ox.ac.uk/"	"http://en.wikipedia.org/wiki/University_of_Oxford"	"http://es.wikipedia.org/wiki/Universidad_de_Oxford"	"7e8a1d4f2692306cb6c7319d6ad5a5ef"	"d7114ad67050ada2e1c8fbf3f4a2b722"	"29d31ec226c4c2fdb746623dbd5b2877"
"RL2013D04E145"	"Adele"	"Adele"	"music"	"http://www.adele.tv"	"http://en.wikipedia.org/wiki/Adele_(singer)"	"http://es.wikipedia.org/wiki/Adele"	"e71896c7b5417bfecf18327a92d561f2"	"f28b3aa7b21ba8c6094c12d6a8037ef3"	"91c13fc49ccf6ca4ad8fd7341eb246ca"
"RL2013D04E146"	"""Alicia Keys"""	"Alicia Keys"	"music"	"http://www.aliciakeys.com"	"http://en.wikipedia.org/wiki/Alicia_Keys"	"http://es.wikipedia.org/wiki/Alicia_Keys"	"4f98df4dcdd8c53178dee9c573b734fb"	"d2949aa3c69759f3551ff9daa7b39e98"	"4bb9660c14bebeb5fa9b37c6ecc84ea0"
"RL2013D04E149"	"beatles"	"The Beatles"	"music"	"http://www.thebeatles.com/"	"http://en.wikipedia.org/wiki/The_Beatles"	"http://es.wikipedia.org/wiki/The_Beatles"	"a10081df1872a2eda9f148d17edcc98d"	"bfc4c5af2fd502c2888364c07c4a14ce"	"b5cc2d490cfe8b445878ec2c9045d54a"
"RL2013D04E151"	"""Led Zeppelin"""	"Led Zeppelin"	"music"	"http://www.ledzeppelin.com/"	"http://en.wikipedia.org/wiki/Led_Zeppelin"	"http://es.wikipedia.org/wiki/Led_Zeppelin"	"ec75c9d05e201a62e9e050c6efaf73e8"	"7344bc25a25df4513b6e0ee6fa47d8cb"	"4af608afabaa9a4a2c17bb183c13bcf2"
"RL2013D04E152"	"Aerosmith"	"Aerosmith"	"music"	"http://www.aerosmith.com/"	"http://en.wikipedia.org/wiki/Aerosmith"	"http://es.wikipedia.org/wiki/Aerosmith"	"18d3a6f0cd8679677c1a36b7d13dc56f"	"2aa3288ed2964dd06b17d82b19fd346a"	"26da0c1df00820ac1f70ec83ee226961"
"RL2013D04E153"	"""Bon Jovi"""	"Bon Jovi"	"music"	"http://www.bonjovi.com/"	"http://en.wikipedia.org/wiki/Bon_Jovi"	"http://es.wikipedia.org/wiki/Bon_Jovi"	"a7d01ed0af5768288e8b2bbbeea7296f"	"f539094454cb0597b56aa6754c52b50d"	"822ab083409fad0a6ea16a54b063091c"
"RL2013D04E155"	"U2"	"U2"	"music"	"http://www.u2.com/"	"http://en.wikipedia.org/wiki/U2"	"http://es.wikipedia.org/wiki/U2"	"646bea6b15826c06de5cc723ad6f7571"	"eaffbb0949e5a37a949164d2dd950db0"	"ad761c8b48d9d7a2a5217b9170232575"
"RL2013D04E159"	"AC/DC"	"AC/DC"	"music"	"http://www.acdc.com"	"http://en.wikipedia.org/wiki/AC/DC"	"http://es.wikipedia.org/wiki/AC/DC"	"157adea8dc1b5434711a5c77ce67f0cd"	"47cd28472dcf6d5763bad576680139ab"	"1cab3ae5eb1c9e22e468301e4453d9e2"
"RL2013D04E161"	"""The wanted"""	"The Wanted"	"music"	"http://www.thewantedmusic.com/"	"http://en.wikipedia.org/wiki/The_Wanted"	"http://es.wikipedia.org/wiki/The_Wanted"	"793a86052a9a8738fa2a658a81270e57"	"5591d8b5581eb053f934b234a34a7b96"	"0e1c39933b22b35f3828554f4c0a1218"
"RL2013D04E162"	"""Maroon 5"""	"Maroon 5"	"music"	"http://www.maroon5.com/"	"http://en.wikipedia.org/wiki/Maroon_5"	"http://es.wikipedia.org/wiki/Maroon_5"	"ed549433672b3159d11c1de6a80d14ea"	"abc5770863babc3ca3648578d4e52280"	"e0978f459ea7a828aa6fc4e015d01373"
"RL2013D04E164"	"Coldplay"	"Coldplay"	"music"	"http://www.coldplay.com/"	"http://en.wikipedia.org/wiki/Coldplay"	"http://es.wikipedia.org/wiki/Coldplay"	"e4fd212b332cb7f9cf180e86d473f78d"	"3d5c0f1a3f7fa0ee650cc9bb2fe35d65"	"40620e468e08c373f83ddb6783f3d71b"
"RL2013D04E166"	"""Lady Gaga"""	"Lady Gaga"	"music"	"http://www.ladygaga.com/"	"http://en.wikipedia.org/wiki/Lady_Gaga"	"http://es.wikipedia.org/wiki/Lady_Gaga"	"295ee51e149270c025d4fb6c9f193096"	"8776e2b258958b5d93a8be8c337fe60b"	"e96fbeeb763012c4f2983d17294a21f3"
"RL2013D04E167"	"madonna"	"Madonna"	"music"	"http://www.madonna.com/"	"http://en.wikipedia.org/wiki/Madonna_%28entertainer%29"	"http://es.wikipedia.org/wiki/Madonna"	"73623868378f517cf8a91bbc62a34d5a"	"ace8b384fa94fa3031a827e4aa2fa1af"	"aa6faccc59bc49f6cb01ee6c5bc32de5"
"RL2013D04E169"	"""Jennifer Lopez"""	"Jennifer Lopez"	"music"	"http://www.jenniferlopez.com/"	"http://en.wikipedia.org/wiki/Jennifer_Lopez"	"http://es.wikipedia.org/wiki/Jennifer_Lopez"	"46d48ddfb9b7ffa3f7e8283ebafb05f5"	"d87beb3661e308edb62107c624c4b943"	"73f4751e6d078a9217f9625b658549ef"
"RL2013D04E175"	"""Justin Bieber"""	"Justin Bieber"	"music"	"http://www.justinbiebermusic.com/"	"http://en.wikipedia.org/wiki/Justin_Bieber"	"http://es.wikipedia.org/wiki/Justin_Bieber"	"f7c5b3991cfc665a8f671f826ea805e1"	"430854c3ca30640084a23ea4c9accdf3"	"ba7bf9758c055405b6a5b2d63139c05a"
"RL2013D04E185"	"Shakira"	"Shakira"	"music"	"http://www.shakira.com/"	"http://en.wikipedia.org/wiki/Shakira"	"http://es.wikipedia.org/wiki/Shakira"	"21913a3546d5d4764c40eecf95095d0f"	"bb11ff30f975d27e59374000556d50a4"	"43b09f581d5cbfc94d7874039dab920e"
"RL2013D04E194"	"PSY"	"PSY"	"music"	"http://www.psypark.com"	"http://en.wikipedia.org/wiki/PSY_(entertainer)"	"http://es.wikipedia.org/wiki/PSY"	"000cb0a6774474d68dd4ae3101ecfd0f"	"6a798bad6f5ec00f9a8dc299788cc419"	"714cf47ac89b1ebff09b81c64ed45beb"
"RL2013D04E198"	"""The Script"""	"The Script"	"music"	"http://www.thescriptmusic.com"	"http://en.wikipedia.org/wiki/The_Script"	"http://es.wikipedia.org/wiki/The_Script"	"236d484f4199d0c4c630aebb844ffd2d"	"e08ec285c6a7bd369f9a13e48c8fcbb5"	"6190fb73b779ba9c72d742ebdb7e965c"
"RL2013D04E206"	"""Whitney Houston"""	"Whitney Houston"	"music"	"http://www.whitneyhouston.com"	"http://en.wikipedia.org/wiki/Whitney_Houston"	"http://es.wikipedia.org/wiki/Whitney_Houston"	"ac88aae8eeccca03fc9c67a5e4e76791"	"e5769fce4ade21148d8d2e413f5a79d0"	"b6bf2a56c793d9d620d946e222532d82"
"RL2013D04E207"	"Britney Spears"	"Britney Spears"	"music"	"http://www.britneyspears.com/index.aspx"	"http://en.wikipedia.org/wiki/Britney_Spears"	"http://es.wikipedia.org/wiki/Britney_Spears"	"ddd5e0b66a09e1355ff7d1a94e20bb84"	"85fc53189a0feba6d060c890fd72d0d8"	"b1f30bfc0d401b3cd3d9be494115723f"
