"entity_id"	"tweet_id"	"polarity"
"RL2013D01E001"	"208589938734796800"	"POSITIVE"
"RL2013D01E001"	"208593542480789505"	"NEUTRAL"
"RL2013D01E001"	"208597074080563200"	"NEUTRAL"
"RL2013D01E001"	"208599968154517504"	"POSITIVE"
"RL2013D01E001"	"208600920253145088"	"POSITIVE"
"RL2013D01E001"	"208602136609701889"	"NEUTRAL"
"RL2013D01E001"	"208602479640846336"	"POSITIVE"
"RL2013D01E001"	"208603076100235264"	"POSITIVE"
"RL2013D01E001"	"208604305031315456"	"POSITIVE"
"RL2013D01E001"	"208604422492786688"	"POSITIVE"
"RL2013D01E001"	"208604611240669184"	"POSITIVE"
"RL2013D01E001"	"208604820939079680"	"NEGATIVE"
"RL2013D01E001"	"208610701353291776"	"POSITIVE"
"RL2013D01E001"	"208614065193496576"	"POSITIVE"
"RL2013D01E001"	"208615000531673089"	"POSITIVE"
"RL2013D01E001"	"208619945599311872"	"NEGATIVE"
"RL2013D01E001"	"208623603653156865"	"NEGATIVE"
"RL2013D01E001"	"208629177270800384"	"POSITIVE"
"RL2013D01E001"	"208629252764073984"	"NEUTRAL"
"RL2013D01E001"	"208642334815043586"	"NEUTRAL"
"RL2013D01E001"	"208650832466550785"	"POSITIVE"
"RL2013D01E001"	"208651583259541504"	"POSITIVE"
"RL2013D01E001"	"208657077512581120"	"NEGATIVE"
"RL2013D01E001"	"208661821534638080"	"POSITIVE"
"RL2013D01E001"	"208674710647603200"	"POSITIVE"
"RL2013D01E001"	"208674903573012480"	"POSITIVE"
"RL2013D01E001"	"208676669387575298"	"POSITIVE"
"RL2013D01E001"	"208680612012376064"	"POSITIVE"
"RL2013D01E001"	"208681773863936000"	"NEUTRAL"
"RL2013D01E001"	"208693228478795777"	"NEGATIVE"
"RL2013D01E001"	"208693329146281985"	"POSITIVE"
"RL2013D01E001"	"208703619816632320"	"NEUTRAL"
"RL2013D01E001"	"208708286327959552"	"NEUTRAL"
"RL2013D01E001"	"208710169281036288"	"NEUTRAL"
"RL2013D01E001"	"208715219579572224"	"POSITIVE"
"RL2013D01E001"	"208731115643604992"	"NEUTRAL"
"RL2013D01E001"	"208736517907161088"	"POSITIVE"
"RL2013D01E001"	"208738476659712001"	"POSITIVE"
"RL2013D01E001"	"208739852391432192"	"POSITIVE"
"RL2013D01E001"	"208742075338989568"	"POSITIVE"
"RL2013D01E001"	"208742427689881600"	"POSITIVE"
"RL2013D01E001"	"208743375594209280"	"POSITIVE"
"RL2013D01E001"	"208745577608003585"	"POSITIVE"
"RL2013D01E001"	"208750363891867649"	"POSITIVE"
"RL2013D01E001"	"208780736512278528"	"POSITIVE"
"RL2013D01E001"	"208782495846629376"	"POSITIVE"
"RL2013D01E001"	"208782726558527488"	"NEUTRAL"
"RL2013D01E001"	"208785796793241601"	"NEGATIVE"
"RL2013D01E001"	"208804763410763776"	"POSITIVE"
"RL2013D01E001"	"208810220208660480"	"POSITIVE"
"RL2013D01E001"	"208810522181771264"	"NEUTRAL"
"RL2013D01E001"	"208838009183928320"	"POSITIVE"
"RL2013D01E001"	"208839756510007296"	"POSITIVE"
"RL2013D01E001"	"208842562482610179"	"NEGATIVE"
"RL2013D01E001"	"208844584137134080"	"POSITIVE"
"RL2013D01E001"	"208845116813737984"	"NEGATIVE"
"RL2013D01E001"	"208853020665061376"	"POSITIVE"
"RL2013D01E001"	"208853887103406080"	"NEGATIVE"
"RL2013D01E001"	"208855053119926272"	"NEGATIVE"
"RL2013D01E001"	"208856298849181697"	"POSITIVE"
"RL2013D01E001"	"208857427121143810"	"POSITIVE"
"RL2013D01E001"	"208860182762094592"	"NEUTRAL"
"RL2013D01E001"	"208862363808575488"	"POSITIVE"
"RL2013D01E001"	"208866725867945985"	"POSITIVE"
"RL2013D01E001"	"208873630506024960"	"POSITIVE"
"RL2013D01E001"	"208875131244781568"	"NEGATIVE"
"RL2013D01E001"	"208876444078714880"	"POSITIVE"
"RL2013D01E001"	"208890490802806785"	"POSITIVE"
"RL2013D01E001"	"208908245119676416"	"POSITIVE"
"RL2013D01E001"	"208909595853332480"	"NEUTRAL"
"RL2013D01E001"	"208910577307881473"	"POSITIVE"
"RL2013D01E001"	"208912989062053888"	"NEUTRAL"
"RL2013D01E001"	"208913475597123584"	"POSITIVE"
"RL2013D01E001"	"208918368529563649"	"NEUTRAL"
"RL2013D01E001"	"208920333258997762"	"POSITIVE"
"RL2013D01E001"	"208921940105248768"	"POSITIVE"
"RL2013D01E001"	"208923571274256385"	"POSITIVE"
"RL2013D01E001"	"208925228007571456"	"POSITIVE"
"RL2013D01E001"	"208933343994191872"	"POSITIVE"
"RL2013D01E001"	"208938398151487488"	"POSITIVE"
"RL2013D01E001"	"208943787827924993"	"POSITIVE"
"RL2013D01E001"	"208958061044441089"	"NEGATIVE"
"RL2013D01E001"	"208962381156597762"	"POSITIVE"
"RL2013D01E001"	"208982341882888192"	"POSITIVE"
"RL2013D01E001"	"208983365255307264"	"NEGATIVE"
"RL2013D01E001"	"208984246075924480"	"NEGATIVE"
"RL2013D01E001"	"208986271941529600"	"NEGATIVE"
"RL2013D01E001"	"208992076799557632"	"POSITIVE"
"RL2013D01E001"	"208994740237123585"	"POSITIVE"
"RL2013D01E001"	"209004865261801473"	"POSITIVE"
"RL2013D01E001"	"209006400372879360"	"POSITIVE"
"RL2013D01E001"	"209020644250222592"	"POSITIVE"
"RL2013D01E001"	"209025249587642368"	"POSITIVE"
"RL2013D01E001"	"209026285605883904"	"NEGATIVE"
"RL2013D01E001"	"209028823151419392"	"POSITIVE"
"RL2013D01E001"	"209030203077443584"	"POSITIVE"
"RL2013D01E001"	"209051988267245569"	"POSITIVE"
"RL2013D01E001"	"209052709712703489"	"POSITIVE"
"RL2013D01E001"	"209055310172786688"	"NEUTRAL"
"RL2013D01E001"	"209065246478962688"	"NEGATIVE"
"RL2013D01E001"	"209065686868299776"	"POSITIVE"
"RL2013D01E001"	"209085337199316992"	"NEUTRAL"
"RL2013D01E001"	"209085479780487168"	"POSITIVE"
"RL2013D01E001"	"209091343446843392"	"POSITIVE"
"RL2013D01E001"	"209121097822650368"	"POSITIVE"
"RL2013D01E001"	"209158750613929984"	"POSITIVE"
"RL2013D01E001"	"209160956314525696"	"POSITIVE"
"RL2013D01E001"	"209162500460122112"	"POSITIVE"
"RL2013D01E001"	"209168539595190272"	"NEGATIVE"
"RL2013D01E001"	"209197157339766784"	"POSITIVE"
"RL2013D01E001"	"209211921277263873"	"NEGATIVE"
"RL2013D01E001"	"209228442644918272"	"POSITIVE"
"RL2013D01E001"	"209237363933724672"	"NEGATIVE"
"RL2013D01E001"	"209251117056536576"	"POSITIVE"
"RL2013D01E001"	"209270750597746688"	"POSITIVE"
"RL2013D01E001"	"209276580663541760"	"NEUTRAL"
"RL2013D01E001"	"209301712958263296"	"POSITIVE"
"RL2013D01E001"	"209305970155855874"	"POSITIVE"
"RL2013D01E001"	"209319316431192065"	"POSITIVE"
"RL2013D01E001"	"209326845202673665"	"POSITIVE"
"RL2013D01E001"	"209337104470257664"	"NEUTRAL"
"RL2013D01E001"	"209341852447547393"	"NEUTRAL"
"RL2013D01E001"	"209349414760873987"	"POSITIVE"
"RL2013D01E001"	"209350076760461314"	"POSITIVE"
"RL2013D01E001"	"209359237132976129"	"POSITIVE"
"RL2013D01E001"	"209360982655512577"	"POSITIVE"
"RL2013D01E001"	"209373896934305792"	"POSITIVE"
"RL2013D01E001"	"209382260342919171"	"POSITIVE"
"RL2013D01E001"	"209388811879325696"	"NEGATIVE"
"RL2013D01E001"	"209389164205051905"	"NEGATIVE"
"RL2013D01E001"	"209402581754195968"	"POSITIVE"
"RL2013D01E001"	"209404641153261569"	"POSITIVE"
"RL2013D01E001"	"209405471650627584"	"POSITIVE"
"RL2013D01E001"	"209407514272473088"	"POSITIVE"
"RL2013D01E001"	"209418394305437697"	"POSITIVE"
"RL2013D01E001"	"209432126439960577"	"POSITIVE"
"RL2013D01E001"	"209435267961065473"	"NEGATIVE"
"RL2013D01E001"	"209438866694864896"	"POSITIVE"
"RL2013D01E001"	"209438879273594882"	"POSITIVE"
"RL2013D01E001"	"209444403150983168"	"POSITIVE"
"RL2013D01E001"	"209449050444021761"	"NEGATIVE"
"RL2013D01E001"	"209452879877115904"	"POSITIVE"
"RL2013D01E001"	"209454515643092992"	"POSITIVE"
"RL2013D01E001"	"209454767305535488"	"POSITIVE"
"RL2013D01E001"	"209479912141230084"	"POSITIVE"
"RL2013D01E001"	"209486971175845888"	"POSITIVE"
"RL2013D01E001"	"209493375861268482"	"POSITIVE"
"RL2013D01E001"	"209494621577953281"	"POSITIVE"
"RL2013D01E001"	"209495384949661696"	"NEUTRAL"
"RL2013D01E001"	"209539416740474880"	"POSITIVE"
"RL2013D01E001"	"209548547757060096"	"POSITIVE"
"RL2013D01E001"	"209552758813114368"	"POSITIVE"
"RL2013D01E001"	"209559306062938112"	"POSITIVE"
"RL2013D01E001"	"209561239695790080"	"POSITIVE"
"RL2013D01E001"	"209573436744400896"	"POSITIVE"
"RL2013D01E001"	"209576343388696576"	"POSITIVE"
"RL2013D01E001"	"209577270317293569"	"POSITIVE"
"RL2013D01E001"	"209594609591009281"	"POSITIVE"
"RL2013D01E001"	"209613156786511872"	"POSITIVE"
"RL2013D01E001"	"209622015169150979"	"POSITIVE"
"RL2013D01E001"	"209623827095883776"	"POSITIVE"
"RL2013D01E001"	"209631594951094275"	"POSITIVE"
"RL2013D01E001"	"209640470094163970"	"POSITIVE"
"RL2013D01E001"	"209640621445615616"	"POSITIVE"
"RL2013D01E001"	"209644098183897088"	"NEGATIVE"
"RL2013D01E001"	"209647285854937088"	"POSITIVE"
"RL2013D01E001"	"209660376281907201"	"NEGATIVE"
"RL2013D01E001"	"209666239910526977"	"NEUTRAL"
"RL2013D01E001"	"209667322028376065"	"POSITIVE"
"RL2013D01E001"	"209678734742142976"	"POSITIVE"
"RL2013D01E001"	"209683759505752065"	"POSITIVE"
"RL2013D01E001"	"209694161400639488"	"POSITIVE"
"RL2013D01E001"	"209694966690234369"	"POSITIVE"
"RL2013D01E001"	"209698603168571392"	"POSITIVE"
"RL2013D01E001"	"209703766365188096"	"POSITIVE"
"RL2013D01E001"	"209711056027795456"	"POSITIVE"
"RL2013D01E001"	"209713752986230785"	"POSITIVE"
"RL2013D01E001"	"209716198261276675"	"POSITIVE"
"RL2013D01E001"	"209724842713415681"	"POSITIVE"
"RL2013D01E001"	"209725333476343808"	"NEGATIVE"
"RL2013D01E001"	"209727036338601984"	"NEUTRAL"
"RL2013D01E001"	"209728099510784001"	"NEGATIVE"
"RL2013D01E001"	"209728504361779200"	"POSITIVE"
"RL2013D01E001"	"209736377049427969"	"POSITIVE"
"RL2013D01E001"	"209736607744528384"	"POSITIVE"
"RL2013D01E001"	"209737874415943681"	"POSITIVE"
"RL2013D01E001"	"209738344182198273"	"POSITIVE"
"RL2013D01E001"	"209739019473530880"	"POSITIVE"
"RL2013D01E001"	"209739069805182977"	"POSITIVE"
"RL2013D01E001"	"209739870896259073"	"POSITIVE"
"RL2013D01E001"	"209745617126309888"	"POSITIVE"
"RL2013D01E001"	"209751828873756673"	"POSITIVE"
"RL2013D01E001"	"209757130490781696"	"POSITIVE"
"RL2013D01E001"	"209764210454966273"	"NEUTRAL"
"RL2013D01E001"	"209764923490832384"	"POSITIVE"
"RL2013D01E001"	"209768216225005568"	"POSITIVE"
"RL2013D01E001"	"209777419119374337"	"POSITIVE"
"RL2013D01E001"	"209785595101319168"	"NEGATIVE"
"RL2013D01E001"	"209791737672110082"	"NEGATIVE"
"RL2013D01E001"	"209792119362170881"	"POSITIVE"
"RL2013D01E001"	"209801845961531393"	"NEUTRAL"
"RL2013D01E001"	"209805985722810368"	"POSITIVE"
"RL2013D01E001"	"209807902507147266"	"NEUTRAL"
"RL2013D01E001"	"209810058396188672"	"POSITIVE"
"RL2013D01E001"	"209813023785889792"	"POSITIVE"
"RL2013D01E001"	"209824579085008898"	"POSITIVE"
"RL2013D01E001"	"209825306608017409"	"NEGATIVE"
"RL2013D01E001"	"209827938714140672"	"POSITIVE"
"RL2013D01E001"	"209831034097897473"	"POSITIVE"
"RL2013D01E001"	"209835102593757184"	"POSITIVE"
"RL2013D01E001"	"209838340600627200"	"NEUTRAL"
"RL2013D01E001"	"209840781685563392"	"POSITIVE"
"RL2013D01E001"	"209855288445116416"	"POSITIVE"
"RL2013D01E001"	"209855931520004099"	"POSITIVE"
"RL2013D01E001"	"209861182780227584"	"POSITIVE"
"RL2013D01E001"	"209867193192677376"	"POSITIVE"
"RL2013D01E001"	"209872838730067968"	"POSITIVE"
"RL2013D01E001"	"209873010717503488"	"NEGATIVE"
"RL2013D01E001"	"209887850148265985"	"POSITIVE"
"RL2013D01E001"	"209890807157764097"	"POSITIVE"
"RL2013D01E001"	"209896968569368576"	"POSITIVE"
"RL2013D01E001"	"209902626677067776"	"POSITIVE"
"RL2013D01E001"	"209904405070364672"	"POSITIVE"
"RL2013D01E001"	"209914957960196096"	"POSITIVE"
"RL2013D01E001"	"209918883824537600"	"POSITIVE"
"RL2013D01E001"	"209924197995126784"	"POSITIVE"
"RL2013D01E001"	"209934100734291968"	"POSITIVE"
"RL2013D01E001"	"209940635485081600"	"POSITIVE"
"RL2013D01E001"	"209949024084688897"	"NEGATIVE"
"RL2013D01E001"	"209952572457484288"	"POSITIVE"
"RL2013D01E001"	"209955114201530368"	"POSITIVE"
"RL2013D01E001"	"209957114884538368"	"NEUTRAL"
"RL2013D01E001"	"209962903032434688"	"POSITIVE"
"RL2013D01E001"	"209966036190113792"	"NEUTRAL"
"RL2013D01E001"	"209970620535029760"	"POSITIVE"
"RL2013D01E001"	"209982908935577600"	"POSITIVE"
"RL2013D01E001"	"209984340124372994"	"POSITIVE"
"RL2013D01E001"	"209997166314389505"	"NEUTRAL"
"RL2013D01E001"	"210000057079042049"	"POSITIVE"
"RL2013D01E001"	"210005655560536064"	"POSITIVE"
"RL2013D01E001"	"210021718247489536"	"POSITIVE"
"RL2013D01E001"	"210028442014597121"	"NEGATIVE"
"RL2013D01E001"	"210034243932405760"	"POSITIVE"
"RL2013D01E001"	"210037276439355393"	"POSITIVE"
"RL2013D01E001"	"210039046439833601"	"POSITIVE"
"RL2013D01E001"	"210040036270424064"	"POSITIVE"
"RL2013D01E001"	"210049599283544065"	"POSITIVE"
"RL2013D01E001"	"210053084762742785"	"POSITIVE"
"RL2013D01E001"	"210053256733392896"	"NEUTRAL"
"RL2013D01E001"	"210058537353756673"	"NEUTRAL"
"RL2013D01E001"	"210059065831854080"	"POSITIVE"
"RL2013D01E001"	"210064694575235072"	"POSITIVE"
"RL2013D01E001"	"210067436354011136"	"POSITIVE"
"RL2013D01E001"	"210071666414465024"	"POSITIVE"
"RL2013D01E001"	"210072928006574080"	"POSITIVE"
"RL2013D01E001"	"210081064977301504"	"POSITIVE"
"RL2013D01E001"	"210093249396867074"	"POSITIVE"
"RL2013D01E001"	"210098441970397185"	"POSITIVE"
"RL2013D01E001"	"210098530046578689"	"NEUTRAL"
"RL2013D01E001"	"210100744618119169"	"NEUTRAL"
"RL2013D01E001"	"210105865896861696"	"POSITIVE"
"RL2013D01E001"	"210113499513364481"	"POSITIVE"
"RL2013D01E001"	"210114403444596736"	"POSITIVE"
"RL2013D01E001"	"210115003045519360"	"NEGATIVE"
"RL2013D01E001"	"210120306206048258"	"POSITIVE"
"RL2013D01E001"	"210120839553744896"	"NEGATIVE"
"RL2013D01E001"	"210123096064135168"	"POSITIVE"
"RL2013D01E001"	"210127424619429888"	"POSITIVE"
"RL2013D01E001"	"210130087989874688"	"NEUTRAL"
"RL2013D01E001"	"210136979210371073"	"POSITIVE"
"RL2013D01E001"	"210138791170674688"	"POSITIVE"
"RL2013D01E001"	"210141148365328384"	"NEUTRAL"
"RL2013D01E001"	"210147823654682624"	"NEUTRAL"
"RL2013D01E001"	"210151227277852672"	"POSITIVE"
"RL2013D01E001"	"210156235281010688"	"NEUTRAL"
"RL2013D01E001"	"210156696650268674"	"POSITIVE"
"RL2013D01E001"	"210163168465522689"	"POSITIVE"
"RL2013D01E001"	"210172773425881089"	"POSITIVE"
"RL2013D01E001"	"210174551823360000"	"POSITIVE"
"RL2013D01E001"	"210180369285259265"	"NEGATIVE"
"RL2013D01E001"	"210182427660918784"	"POSITIVE"
"RL2013D01E001"	"210190532092231683"	"POSITIVE"
"RL2013D01E001"	"210212749349883905"	"POSITIVE"
"RL2013D01E001"	"210216578741047298"	"NEGATIVE"
"RL2013D01E001"	"210267002667929602"	"NEUTRAL"
"RL2013D01E001"	"210269489894408193"	"POSITIVE"
"RL2013D01E001"	"210277836546768897"	"POSITIVE"
"RL2013D01E001"	"210279182893195264"	"POSITIVE"
"RL2013D01E001"	"210308463354585088"	"NEGATIVE"
"RL2013D01E001"	"210322405221085184"	"POSITIVE"
"RL2013D01E001"	"210346497307455488"	"POSITIVE"
"RL2013D01E001"	"210352805511299073"	"POSITIVE"
"RL2013D01E001"	"210353002668761088"	"POSITIVE"
"RL2013D01E001"	"210353514357071872"	"NEUTRAL"
"RL2013D01E001"	"210368169280421889"	"POSITIVE"
"RL2013D01E001"	"210373655404871683"	"POSITIVE"
"RL2013D01E001"	"210379271603093504"	"POSITIVE"
"RL2013D01E001"	"210382999454367744"	"NEUTRAL"
"RL2013D01E001"	"210384694708154368"	"POSITIVE"
"RL2013D01E001"	"210388830832967680"	"POSITIVE"
"RL2013D01E001"	"210396153664118786"	"POSITIVE"
"RL2013D01E001"	"210397730718220288"	"POSITIVE"
"RL2013D01E001"	"210401971146985474"	"POSITIVE"
"RL2013D01E001"	"210404194144878592"	"POSITIVE"
"RL2013D01E001"	"210404735197523970"	"POSITIVE"
"RL2013D01E001"	"210406794630139904"	"POSITIVE"
"RL2013D01E001"	"210407381794955264"	"POSITIVE"
"RL2013D01E001"	"210418039559176193"	"NEUTRAL"
"RL2013D01E001"	"210418173751721984"	"POSITIVE"
"RL2013D01E001"	"210419926463283200"	"POSITIVE"
"RL2013D01E001"	"210420396758011904"	"POSITIVE"
"RL2013D01E001"	"210423714423111680"	"POSITIVE"
"RL2013D01E001"	"210425257943760896"	"NEUTRAL"
"RL2013D01E001"	"210429861456654337"	"POSITIVE"
"RL2013D01E001"	"210430580528132096"	"POSITIVE"
"RL2013D01E001"	"210432438583820290"	"POSITIVE"
"RL2013D01E001"	"210432786694279170"	"NEUTRAL"
"RL2013D01E001"	"210436973473697793"	"POSITIVE"
"RL2013D01E001"	"210451367461011460"	"POSITIVE"
"RL2013D01E001"	"210453655663554560"	"POSITIVE"
"RL2013D01E001"	"210454395761074176"	"POSITIVE"
"RL2013D01E001"	"210455528235732993"	"POSITIVE"
"RL2013D01E001"	"210459026297847809"	"POSITIVE"
"RL2013D01E001"	"210461140214489089"	"POSITIVE"
"RL2013D01E001"	"210477317640814593"	"NEGATIVE"
"RL2013D01E001"	"210500335972790273"	"NEGATIVE"
"RL2013D01E001"	"210501602660978688"	"NEGATIVE"
"RL2013D01E001"	"210506858132287488"	"POSITIVE"
"RL2013D01E001"	"210509873824276480"	"POSITIVE"
"RL2013D01E001"	"210516282733367296"	"POSITIVE"
"RL2013D01E001"	"210521504625070081"	"POSITIVE"
"RL2013D01E001"	"210523958309691394"	"POSITIVE"
"RL2013D01E001"	"210531566785544192"	"POSITIVE"
"RL2013D01E001"	"210536008553476097"	"POSITIVE"
"RL2013D01E001"	"210543562461421569"	"POSITIVE"
"RL2013D01E001"	"210564243874000898"	"POSITIVE"
"RL2013D01E001"	"210572826120421376"	"NEUTRAL"
"RL2013D01E001"	"210572859674865664"	"POSITIVE"
"RL2013D01E001"	"210586344383188992"	"POSITIVE"
"RL2013D01E001"	"210593197888507904"	"POSITIVE"
"RL2013D01E001"	"210593487287107586"	"POSITIVE"
"RL2013D01E001"	"210606586094305280"	"POSITIVE"
"RL2013D01E001"	"210621052236210177"	"NEUTRAL"
"RL2013D01E001"	"210643424674713601"	"POSITIVE"
"RL2013D01E001"	"210646184493203457"	"NEGATIVE"
"RL2013D01E001"	"210651838423371778"	"POSITIVE"
"RL2013D01E001"	"210652463366275073"	"POSITIVE"
"RL2013D01E001"	"210660327698857984"	"POSITIVE"
"RL2013D01E001"	"210674353472421888"	"POSITIVE"
"RL2013D01E001"	"210694406423068673"	"NEGATIVE"
"RL2013D01E001"	"210711213020151808"	"POSITIVE"
"RL2013D01E001"	"210716111954644994"	"NEGATIVE"
"RL2013D01E001"	"210717642850435072"	"POSITIVE"
"RL2013D01E001"	"210724757723824128"	"POSITIVE"
"RL2013D01E001"	"210725603668795392"	"POSITIVE"
"RL2013D01E001"	"210726106985283586"	"POSITIVE"
"RL2013D01E001"	"210733572003332099"	"NEGATIVE"
"RL2013D01E001"	"210734508394291203"	"POSITIVE"
"RL2013D01E001"	"210741722374877184"	"NEGATIVE"
"RL2013D01E001"	"210744670945411072"	"NEGATIVE"
"RL2013D01E001"	"210748970115399681"	"POSITIVE"
"RL2013D01E001"	"210748974334869505"	"POSITIVE"
"RL2013D01E001"	"210750512251936769"	"NEGATIVE"
"RL2013D01E001"	"210752048759701505"	"POSITIVE"
"RL2013D01E001"	"210752614986547200"	"POSITIVE"
"RL2013D01E001"	"210755230160265218"	"NEGATIVE"
"RL2013D01E001"	"210760005346004992"	"POSITIVE"
"RL2013D01E001"	"210760085025198081"	"POSITIVE"
"RL2013D01E001"	"210760743526731780"	"POSITIVE"
"RL2013D01E001"	"210761284608737280"	"POSITIVE"
"RL2013D01E001"	"210762438394654721"	"POSITIVE"
"RL2013D01E001"	"210764086382833665"	"POSITIVE"
"RL2013D01E001"	"210766839708532736"	"POSITIVE"
"RL2013D01E001"	"210766904967708672"	"POSITIVE"
"RL2013D01E001"	"210767555076427776"	"POSITIVE"
"RL2013D01E001"	"210768918254583810"	"POSITIVE"
"RL2013D01E001"	"210781132051070976"	"POSITIVE"
"RL2013D01E001"	"210782998520528896"	"POSITIVE"
"RL2013D01E001"	"210786043589443584"	"POSITIVE"
"RL2013D01E001"	"210790759417393152"	"POSITIVE"
"RL2013D01E001"	"210800818864132096"	"POSITIVE"
"RL2013D01E001"	"210801180815798273"	"POSITIVE"
"RL2013D01E001"	"210801185026867200"	"POSITIVE"
"RL2013D01E001"	"210803697398185984"	"POSITIVE"
"RL2013D01E001"	"210812411811336192"	"POSITIVE"
"RL2013D01E001"	"210812715168563200"	"NEUTRAL"
"RL2013D01E001"	"210815965724811265"	"POSITIVE"
"RL2013D01E001"	"210822190105509889"	"POSITIVE"
"RL2013D01E001"	"210822840210034690"	"POSITIVE"
"RL2013D01E001"	"210822978622078976"	"POSITIVE"
"RL2013D01E001"	"210830066987446274"	"NEGATIVE"
"RL2013D01E001"	"210832998814334976"	"POSITIVE"
"RL2013D01E001"	"210835561550843905"	"POSITIVE"
"RL2013D01E001"	"210836098400796673"	"POSITIVE"
"RL2013D01E001"	"210840917651898368"	"POSITIVE"
"RL2013D01E001"	"210844554117652480"	"POSITIVE"
"RL2013D01E001"	"210848819712229376"	"POSITIVE"
"RL2013D01E001"	"210852774945112064"	"POSITIVE"
"RL2013D01E001"	"210853286650191872"	"POSITIVE"
"RL2013D01E001"	"210855786451173378"	"NEUTRAL"
"RL2013D01E001"	"210859024458055680"	"POSITIVE"
"RL2013D01E001"	"210861125812756481"	"POSITIVE"
"RL2013D01E001"	"210861952111607808"	"POSITIVE"
"RL2013D01E001"	"210864217010618369"	"NEGATIVE"
"RL2013D01E001"	"210866158964969473"	"POSITIVE"
"RL2013D01E001"	"210870768513454081"	"POSITIVE"
"RL2013D01E001"	"210870810481668096"	"POSITIVE"
"RL2013D01E001"	"210873100563259392"	"POSITIVE"
"RL2013D01E001"	"210885998463303680"	"NEGATIVE"
"RL2013D01E001"	"210894831235510274"	"POSITIVE"
"RL2013D01E001"	"210894923526963200"	"POSITIVE"
"RL2013D01E001"	"210895028380368896"	"POSITIVE"
"RL2013D01E001"	"210897565942689794"	"POSITIVE"
"RL2013D01E001"	"210898614518681602"	"NEUTRAL"
"RL2013D01E001"	"210899117801607169"	"POSITIVE"
"RL2013D01E001"	"210900162191699968"	"POSITIVE"
"RL2013D01E001"	"210905374465855491"	"NEGATIVE"
"RL2013D01E001"	"210906826965909504"	"POSITIVE"
"RL2013D01E001"	"210908999598612480"	"POSITIVE"
"RL2013D01E001"	"210914783556419584"	"POSITIVE"
"RL2013D01E001"	"210921785133244416"	"NEGATIVE"
"RL2013D01E001"	"210936170316705793"	"NEGATIVE"
"RL2013D01E001"	"210940893035888640"	"POSITIVE"
"RL2013D01E001"	"210948592595247104"	"NEUTRAL"
"RL2013D01E001"	"210969921876791296"	"POSITIVE"
"RL2013D01E001"	"210973520577044480"	"POSITIVE"
"RL2013D01E001"	"210991631585906689"	"POSITIVE"
"RL2013D01E001"	"210997419712839680"	"POSITIVE"
"RL2013D01E001"	"211004738798485504"	"POSITIVE"
"RL2013D01E001"	"211006026433036288"	"NEGATIVE"
"RL2013D01E001"	"211009696457437184"	"NEUTRAL"
"RL2013D01E001"	"211016453485371392"	"NEGATIVE"
"RL2013D01E001"	"211016487027212288"	"POSITIVE"
"RL2013D01E001"	"211034354774843393"	"POSITIVE"
"RL2013D01E001"	"211041048854659073"	"NEUTRAL"
"RL2013D01E001"	"211049601065684992"	"NEGATIVE"
