"entity_id"	"tweet_id"	"filtering"
"RL2013D01E001"	"208933343994191872"	"RELATED"
"RL2013D01E001"	"208938398151487488"	"RELATED"
"RL2013D01E001"	"208943787827924993"	"RELATED"
"RL2013D01E001"	"208958061044441089"	"RELATED"
"RL2013D01E001"	"208962381156597762"	"RELATED"
"RL2013D01E001"	"208982341882888192"	"RELATED"
"RL2013D01E001"	"208983365255307264"	"RELATED"
"RL2013D01E001"	"208984246075924480"	"RELATED"
"RL2013D01E001"	"208986271941529600"	"RELATED"
"RL2013D01E001"	"208992076799557632"	"RELATED"
"RL2013D01E001"	"208994740237123585"	"RELATED"
"RL2013D01E001"	"209004865261801473"	"RELATED"
"RL2013D01E001"	"209006249403092992"	"UNRELATED"
"RL2013D01E001"	"209006400372879360"	"RELATED"
"RL2013D01E001"	"209013987906555904"	"UNRELATED"
"RL2013D01E001"	"209020644250222592"	"RELATED"
"RL2013D01E001"	"209025249587642368"	"RELATED"
"RL2013D01E001"	"209026285605883904"	"RELATED"
"RL2013D01E001"	"209028823151419392"	"RELATED"
"RL2013D01E001"	"209030203077443584"	"RELATED"
"RL2013D01E001"	"209032593805545472"	"UNRELATED"
"RL2013D01E001"	"209051988267245569"	"RELATED"
"RL2013D01E001"	"209052709712703489"	"RELATED"
"RL2013D01E001"	"209055310172786688"	"RELATED"
"RL2013D01E001"	"209065246478962688"	"RELATED"
"RL2013D01E001"	"209065686868299776"	"RELATED"
"RL2013D01E001"	"209085337199316992"	"RELATED"
"RL2013D01E001"	"209085479780487168"	"RELATED"
"RL2013D01E001"	"209091343446843392"	"RELATED"
"RL2013D01E001"	"209096424485429248"	"UNRELATED"
"RL2013D01E001"	"209121097822650368"	"RELATED"
"RL2013D01E001"	"209158750613929984"	"RELATED"
"RL2013D01E001"	"209160956314525696"	"RELATED"
"RL2013D01E001"	"209162500460122112"	"RELATED"
"RL2013D01E001"	"209168539595190272"	"RELATED"
"RL2013D01E001"	"209197157339766784"	"RELATED"
"RL2013D01E001"	"209211921277263873"	"RELATED"
"RL2013D01E001"	"209228442644918272"	"RELATED"
"RL2013D01E001"	"209237363933724672"	"RELATED"
"RL2013D01E001"	"209251117056536576"	"RELATED"
"RL2013D01E001"	"209257169420431360"	"UNRELATED"
"RL2013D01E001"	"209270750597746688"	"RELATED"
"RL2013D01E001"	"209276580663541760"	"RELATED"
"RL2013D01E001"	"209293680866107392"	"UNRELATED"
"RL2013D01E001"	"209301712958263296"	"RELATED"
"RL2013D01E001"	"209305970155855874"	"RELATED"
"RL2013D01E001"	"209319316431192065"	"RELATED"
"RL2013D01E001"	"209326845202673665"	"RELATED"
"RL2013D01E001"	"209334281699467264"	"UNRELATED"
"RL2013D01E001"	"209337104470257664"	"RELATED"
"RL2013D01E001"	"209341852447547393"	"RELATED"
"RL2013D01E001"	"209349414760873987"	"RELATED"
"RL2013D01E001"	"209350076760461314"	"RELATED"
"RL2013D01E001"	"209359237132976129"	"RELATED"
"RL2013D01E001"	"209360982655512577"	"RELATED"
"RL2013D01E001"	"209373896934305792"	"RELATED"
"RL2013D01E001"	"209382260342919171"	"RELATED"
"RL2013D01E001"	"209388811879325696"	"RELATED"
"RL2013D01E001"	"209389164205051905"	"RELATED"
"RL2013D01E001"	"209392238592131072"	"UNRELATED"
"RL2013D01E001"	"209402581754195968"	"RELATED"
"RL2013D01E001"	"209404641153261569"	"RELATED"
"RL2013D01E001"	"209405471650627584"	"RELATED"
"RL2013D01E001"	"209407514272473088"	"RELATED"
"RL2013D01E001"	"209418394305437697"	"RELATED"
"RL2013D01E001"	"209432126439960577"	"RELATED"
"RL2013D01E001"	"209435267961065473"	"RELATED"
"RL2013D01E001"	"209438866694864896"	"RELATED"
"RL2013D01E001"	"209438879273594882"	"RELATED"
"RL2013D01E001"	"209444403150983168"	"RELATED"
"RL2013D01E001"	"209449050444021761"	"RELATED"
"RL2013D01E001"	"209452879877115904"	"RELATED"
"RL2013D01E001"	"209454515643092992"	"RELATED"
"RL2013D01E001"	"209454767305535488"	"RELATED"
"RL2013D01E001"	"209455014765277186"	"UNRELATED"
"RL2013D01E001"	"209479912141230084"	"RELATED"
"RL2013D01E001"	"209486971175845888"	"RELATED"
"RL2013D01E001"	"209493375861268482"	"RELATED"
"RL2013D01E001"	"209494621577953281"	"RELATED"
"RL2013D01E001"	"209495384949661696"	"RELATED"
"RL2013D01E001"	"209504423662202880"	"UNRELATED"
"RL2013D01E001"	"209517098307821568"	"UNRELATED"
"RL2013D01E001"	"209539416740474880"	"RELATED"
"RL2013D01E001"	"209548547757060096"	"RELATED"
"RL2013D01E001"	"209552758813114368"	"RELATED"
"RL2013D01E001"	"209559306062938112"	"RELATED"
"RL2013D01E001"	"209561239695790080"	"RELATED"
"RL2013D01E001"	"209573436744400896"	"RELATED"
"RL2013D01E001"	"209576343388696576"	"RELATED"
"RL2013D01E001"	"209577270317293569"	"RELATED"
"RL2013D01E001"	"209594609591009281"	"RELATED"
"RL2013D01E001"	"209613156786511872"	"RELATED"
"RL2013D01E001"	"209622015169150979"	"RELATED"
"RL2013D01E001"	"209623827095883776"	"RELATED"
"RL2013D01E001"	"209631594951094275"	"RELATED"
"RL2013D01E001"	"209640470094163970"	"RELATED"
"RL2013D01E001"	"209640621445615616"	"RELATED"
"RL2013D01E001"	"209644098183897088"	"RELATED"
"RL2013D01E001"	"209644311061610496"	"UNRELATED"
"RL2013D01E001"	"209647285854937088"	"RELATED"
"RL2013D01E001"	"209660376281907201"	"RELATED"
"RL2013D01E001"	"209666239910526977"	"RELATED"
"RL2013D01E001"	"209667322028376065"	"RELATED"
"RL2013D01E001"	"209670136410537984"	"UNRELATED"
"RL2013D01E001"	"209678734742142976"	"RELATED"
"RL2013D01E001"	"209683759505752065"	"RELATED"
"RL2013D01E001"	"209694161400639488"	"RELATED"
"RL2013D01E001"	"209694966690234369"	"RELATED"
"RL2013D01E001"	"209698603168571392"	"RELATED"
"RL2013D01E001"	"209703766365188096"	"RELATED"
"RL2013D01E001"	"209711056027795456"	"RELATED"
"RL2013D01E001"	"209713752986230785"	"RELATED"
"RL2013D01E001"	"209716198261276675"	"RELATED"
"RL2013D01E001"	"209724842713415681"	"RELATED"
"RL2013D01E001"	"209725333476343808"	"RELATED"
"RL2013D01E001"	"209727036338601984"	"RELATED"
"RL2013D01E001"	"209728099510784001"	"RELATED"
"RL2013D01E001"	"209728504361779200"	"RELATED"
"RL2013D01E001"	"209736377049427969"	"RELATED"
"RL2013D01E001"	"209736607744528384"	"RELATED"
"RL2013D01E001"	"209737874415943681"	"RELATED"
"RL2013D01E001"	"209738344182198273"	"RELATED"
"RL2013D01E001"	"209739019473530880"	"RELATED"
"RL2013D01E001"	"209739069805182977"	"RELATED"
"RL2013D01E001"	"209739870896259073"	"RELATED"
"RL2013D01E001"	"209745617126309888"	"RELATED"
"RL2013D01E001"	"209751828873756673"	"RELATED"
"RL2013D01E001"	"209757130490781696"	"RELATED"
"RL2013D01E001"	"209764210454966273"	"RELATED"
"RL2013D01E001"	"209764923490832384"	"RELATED"
"RL2013D01E001"	"209768216225005568"	"RELATED"
"RL2013D01E001"	"209777419119374337"	"RELATED"
"RL2013D01E001"	"209785595101319168"	"RELATED"
"RL2013D01E001"	"209791737672110082"	"RELATED"
"RL2013D01E001"	"209792119362170881"	"RELATED"
"RL2013D01E001"	"209801845961531393"	"RELATED"
"RL2013D01E001"	"209805985722810368"	"RELATED"
"RL2013D01E001"	"209807902507147266"	"RELATED"
"RL2013D01E001"	"209810058396188672"	"RELATED"
"RL2013D01E001"	"209813023785889792"	"RELATED"
"RL2013D01E001"	"209824579085008898"	"RELATED"
"RL2013D01E001"	"209825306608017409"	"RELATED"
"RL2013D01E001"	"209827938714140672"	"RELATED"
"RL2013D01E001"	"209831034097897473"	"RELATED"
"RL2013D01E001"	"209835102593757184"	"RELATED"
"RL2013D01E001"	"209838340600627200"	"RELATED"
"RL2013D01E001"	"209840781685563392"	"RELATED"
"RL2013D01E001"	"209850369860308993"	"UNRELATED"
"RL2013D01E001"	"209855288445116416"	"RELATED"
"RL2013D01E001"	"209855931520004099"	"RELATED"
"RL2013D01E001"	"209861182780227584"	"RELATED"
"RL2013D01E001"	"209867193192677376"	"RELATED"
"RL2013D01E001"	"209872838730067968"	"RELATED"
"RL2013D01E001"	"209873010717503488"	"RELATED"
"RL2013D01E001"	"209876479394328577"	"UNRELATED"
"RL2013D01E001"	"209887850148265985"	"RELATED"
"RL2013D01E001"	"209890807157764097"	"RELATED"
"RL2013D01E001"	"209896968569368576"	"RELATED"
"RL2013D01E001"	"209902626677067776"	"RELATED"
"RL2013D01E001"	"209904405070364672"	"RELATED"
"RL2013D01E001"	"209914957960196096"	"RELATED"
"RL2013D01E001"	"209918883824537600"	"RELATED"
"RL2013D01E001"	"209924197995126784"	"RELATED"
"RL2013D01E001"	"209934100734291968"	"RELATED"
"RL2013D01E001"	"209940635485081600"	"RELATED"
"RL2013D01E001"	"209949024084688897"	"RELATED"
"RL2013D01E001"	"209952572457484288"	"RELATED"
"RL2013D01E001"	"209955114201530368"	"RELATED"
"RL2013D01E001"	"209957114884538368"	"RELATED"
"RL2013D01E001"	"209962903032434688"	"RELATED"
"RL2013D01E001"	"209966036190113792"	"RELATED"
"RL2013D01E001"	"209970620535029760"	"RELATED"
"RL2013D01E001"	"209982908935577600"	"RELATED"
"RL2013D01E001"	"209984340124372994"	"RELATED"
"RL2013D01E001"	"209997166314389505"	"RELATED"
"RL2013D01E001"	"210000057079042049"	"RELATED"
"RL2013D01E001"	"210002040070479872"	"UNRELATED"
"RL2013D01E001"	"210005655560536064"	"RELATED"
"RL2013D01E001"	"210016399714824193"	"UNRELATED"
"RL2013D01E001"	"210021718247489536"	"RELATED"
"RL2013D01E001"	"210021937878007809"	"UNRELATED"
"RL2013D01E001"	"210028442014597121"	"RELATED"
"RL2013D01E001"	"210034243932405760"	"RELATED"
"RL2013D01E001"	"210037276439355393"	"RELATED"
"RL2013D01E001"	"210039046439833601"	"RELATED"
"RL2013D01E001"	"210040036270424064"	"RELATED"
"RL2013D01E001"	"210049599283544065"	"RELATED"
"RL2013D01E001"	"210053084762742785"	"RELATED"
"RL2013D01E001"	"210053256733392896"	"RELATED"
"RL2013D01E001"	"210058537353756673"	"RELATED"
"RL2013D01E001"	"210059065831854080"	"RELATED"
"RL2013D01E001"	"210064694575235072"	"RELATED"
"RL2013D01E001"	"210067436354011136"	"RELATED"
"RL2013D01E001"	"210071666414465024"	"RELATED"
"RL2013D01E001"	"210072928006574080"	"RELATED"
"RL2013D01E001"	"210081064977301504"	"RELATED"
"RL2013D01E001"	"210093249396867074"	"RELATED"
"RL2013D01E001"	"210098441970397185"	"RELATED"
"RL2013D01E001"	"210098530046578689"	"RELATED"
"RL2013D01E001"	"210100744618119169"	"RELATED"
"RL2013D01E001"	"210105865896861696"	"RELATED"
"RL2013D01E001"	"210113499513364481"	"RELATED"
"RL2013D01E001"	"210114403444596736"	"RELATED"
"RL2013D01E001"	"210115003045519360"	"RELATED"
"RL2013D01E001"	"210120306206048258"	"RELATED"
"RL2013D01E001"	"210120839553744896"	"RELATED"
"RL2013D01E001"	"210123096064135168"	"RELATED"
"RL2013D01E001"	"210127424619429888"	"RELATED"
"RL2013D01E001"	"210130087989874688"	"RELATED"
"RL2013D01E001"	"210136979210371073"	"RELATED"
"RL2013D01E001"	"210138791170674688"	"RELATED"
"RL2013D01E001"	"210141148365328384"	"RELATED"
"RL2013D01E001"	"210147823654682624"	"RELATED"
"RL2013D01E001"	"210151227277852672"	"RELATED"
"RL2013D01E001"	"210156235281010688"	"RELATED"
"RL2013D01E001"	"210156696650268674"	"RELATED"
"RL2013D01E001"	"210161592594210816"	"UNRELATED"
"RL2013D01E001"	"210163168465522689"	"RELATED"
"RL2013D01E001"	"210172773425881089"	"RELATED"
"RL2013D01E001"	"210174551823360000"	"RELATED"
"RL2013D01E001"	"210180369285259265"	"RELATED"
"RL2013D01E001"	"210182427660918784"	"RELATED"
"RL2013D01E001"	"210185037205880832"	"UNRELATED"
"RL2013D01E001"	"210190532092231683"	"RELATED"
"RL2013D01E001"	"210212749349883905"	"RELATED"
"RL2013D01E001"	"210216578741047298"	"RELATED"
"RL2013D01E001"	"210224048788094976"	"UNRELATED"
"RL2013D01E001"	"210267002667929602"	"RELATED"
"RL2013D01E001"	"210269489894408193"	"RELATED"
"RL2013D01E001"	"210277836546768897"	"RELATED"
"RL2013D01E001"	"210279182893195264"	"RELATED"
"RL2013D01E001"	"210308463354585088"	"RELATED"
"RL2013D01E001"	"210322405221085184"	"RELATED"
"RL2013D01E001"	"210346497307455488"	"RELATED"
"RL2013D01E001"	"210352805511299073"	"RELATED"
"RL2013D01E001"	"210353002668761088"	"RELATED"
"RL2013D01E001"	"210353514357071872"	"RELATED"
"RL2013D01E001"	"210368169280421889"	"RELATED"
"RL2013D01E001"	"210368924229963776"	"UNRELATED"
"RL2013D01E001"	"210373655404871683"	"RELATED"
"RL2013D01E001"	"210379271603093504"	"RELATED"
"RL2013D01E001"	"210382999454367744"	"RELATED"
"RL2013D01E001"	"210384694708154368"	"RELATED"
"RL2013D01E001"	"210388830832967680"	"RELATED"
"RL2013D01E001"	"210396153664118786"	"RELATED"
"RL2013D01E001"	"210397730718220288"	"RELATED"
"RL2013D01E001"	"210401971146985474"	"RELATED"
"RL2013D01E001"	"210404194144878592"	"RELATED"
"RL2013D01E001"	"210404735197523970"	"RELATED"
"RL2013D01E001"	"210406794630139904"	"RELATED"
"RL2013D01E001"	"210407381794955264"	"RELATED"
"RL2013D01E001"	"210418039559176193"	"RELATED"
"RL2013D01E001"	"210418173751721984"	"RELATED"
"RL2013D01E001"	"210419926463283200"	"RELATED"
"RL2013D01E001"	"210420396758011904"	"RELATED"
"RL2013D01E001"	"210423714423111680"	"RELATED"
"RL2013D01E001"	"210425257943760896"	"RELATED"
"RL2013D01E001"	"210429861456654337"	"RELATED"
"RL2013D01E001"	"210430580528132096"	"RELATED"
"RL2013D01E001"	"210432438583820290"	"RELATED"
"RL2013D01E001"	"210432786694279170"	"RELATED"
"RL2013D01E001"	"210436973473697793"	"RELATED"
"RL2013D01E001"	"210451367461011460"	"RELATED"
"RL2013D01E001"	"210453655663554560"	"RELATED"
"RL2013D01E001"	"210454395761074176"	"RELATED"
"RL2013D01E001"	"210455528235732993"	"RELATED"
"RL2013D01E001"	"210459026297847809"	"RELATED"
"RL2013D01E001"	"210461140214489089"	"RELATED"
"RL2013D01E001"	"210477317640814593"	"RELATED"
"RL2013D01E001"	"210500335972790273"	"RELATED"
"RL2013D01E001"	"210501602660978688"	"RELATED"
"RL2013D01E001"	"210506858132287488"	"RELATED"
"RL2013D01E001"	"210509873824276480"	"RELATED"
"RL2013D01E001"	"210516282733367296"	"RELATED"
"RL2013D01E001"	"210521504625070081"	"RELATED"
"RL2013D01E001"	"210523958309691394"	"RELATED"
"RL2013D01E001"	"210531566785544192"	"RELATED"
"RL2013D01E001"	"210536008553476097"	"RELATED"
"RL2013D01E001"	"210543562461421569"	"RELATED"
"RL2013D01E001"	"210555398791503872"	"UNRELATED"
"RL2013D01E001"	"210564243874000898"	"RELATED"
"RL2013D01E001"	"210572826120421376"	"RELATED"
"RL2013D01E001"	"210572859674865664"	"RELATED"
"RL2013D01E001"	"210586344383188992"	"RELATED"
"RL2013D01E001"	"210593197888507904"	"RELATED"
"RL2013D01E001"	"210593487287107586"	"RELATED"
"RL2013D01E001"	"210606586094305280"	"RELATED"
"RL2013D01E001"	"210621052236210177"	"RELATED"
"RL2013D01E001"	"210643424674713601"	"RELATED"
"RL2013D01E001"	"210646184493203457"	"RELATED"
"RL2013D01E001"	"210651838423371778"	"RELATED"
"RL2013D01E001"	"210652463366275073"	"RELATED"
"RL2013D01E001"	"210660327698857984"	"RELATED"
"RL2013D01E001"	"210674353472421888"	"RELATED"
"RL2013D01E001"	"210694406423068673"	"RELATED"
"RL2013D01E001"	"210711213020151808"	"RELATED"
"RL2013D01E001"	"210716111954644994"	"RELATED"
"RL2013D01E001"	"210717642850435072"	"RELATED"
"RL2013D01E001"	"210724757723824128"	"RELATED"
"RL2013D01E001"	"210725603668795392"	"RELATED"
"RL2013D01E001"	"210726106985283586"	"RELATED"
"RL2013D01E001"	"210733572003332099"	"RELATED"
"RL2013D01E001"	"210734508394291203"	"RELATED"
"RL2013D01E001"	"210741722374877184"	"RELATED"
"RL2013D01E001"	"210744670945411072"	"RELATED"
"RL2013D01E001"	"210748970115399681"	"RELATED"
"RL2013D01E001"	"210748974334869505"	"RELATED"
"RL2013D01E001"	"210750512251936769"	"RELATED"
"RL2013D01E001"	"210752048759701505"	"RELATED"
"RL2013D01E001"	"210752614986547200"	"RELATED"
"RL2013D01E001"	"210755230160265218"	"RELATED"
"RL2013D01E001"	"210760005346004992"	"RELATED"
"RL2013D01E001"	"210760085025198081"	"RELATED"
"RL2013D01E001"	"210760743526731780"	"RELATED"
"RL2013D01E001"	"210761284608737280"	"RELATED"
"RL2013D01E001"	"210762438394654721"	"RELATED"
"RL2013D01E001"	"210764086382833665"	"RELATED"
"RL2013D01E001"	"210766839708532736"	"RELATED"
"RL2013D01E001"	"210766904967708672"	"RELATED"
"RL2013D01E001"	"210767555076427776"	"RELATED"
"RL2013D01E001"	"210768918254583810"	"RELATED"
"RL2013D01E001"	"210781132051070976"	"RELATED"
"RL2013D01E001"	"210782998520528896"	"RELATED"
"RL2013D01E001"	"210786043589443584"	"RELATED"
"RL2013D01E001"	"210790759417393152"	"RELATED"
"RL2013D01E001"	"210800818864132096"	"RELATED"
"RL2013D01E001"	"210801180815798273"	"RELATED"
"RL2013D01E001"	"210801185026867200"	"RELATED"
"RL2013D01E001"	"210803697398185984"	"RELATED"
"RL2013D01E001"	"210810152432058368"	"UNRELATED"
"RL2013D01E001"	"210812411811336192"	"RELATED"
"RL2013D01E001"	"210812715168563200"	"RELATED"
"RL2013D01E001"	"210815965724811265"	"RELATED"
"RL2013D01E001"	"210822190105509889"	"RELATED"
"RL2013D01E001"	"210822840210034690"	"RELATED"
"RL2013D01E001"	"210822978622078976"	"RELATED"
"RL2013D01E001"	"210830066987446274"	"RELATED"
"RL2013D01E001"	"210832998814334976"	"RELATED"
"RL2013D01E001"	"210835561550843905"	"RELATED"
"RL2013D01E001"	"210836098400796673"	"RELATED"
"RL2013D01E001"	"210840917651898368"	"RELATED"
"RL2013D01E001"	"210841620969558017"	"UNRELATED"
"RL2013D01E001"	"210844554117652480"	"RELATED"
"RL2013D01E001"	"210848819712229376"	"RELATED"
"RL2013D01E001"	"210852774945112064"	"RELATED"
"RL2013D01E001"	"210853286650191872"	"RELATED"
"RL2013D01E001"	"210855786451173378"	"RELATED"
"RL2013D01E001"	"210859024458055680"	"RELATED"
"RL2013D01E001"	"210861125812756481"	"RELATED"
"RL2013D01E001"	"210861265608904704"	"UNRELATED"
"RL2013D01E001"	"210861952111607808"	"RELATED"
"RL2013D01E001"	"210864217010618369"	"RELATED"
"RL2013D01E001"	"210866158964969473"	"RELATED"
"RL2013D01E001"	"210870768513454081"	"RELATED"
"RL2013D01E001"	"210870810481668096"	"RELATED"
"RL2013D01E001"	"210873100563259392"	"RELATED"
"RL2013D01E001"	"210885998463303680"	"RELATED"
"RL2013D01E001"	"210894831235510274"	"RELATED"
"RL2013D01E001"	"210894923526963200"	"RELATED"
"RL2013D01E001"	"210895028380368896"	"RELATED"
"RL2013D01E001"	"210897565942689794"	"RELATED"
"RL2013D01E001"	"210898614518681602"	"RELATED"
"RL2013D01E001"	"210899117801607169"	"RELATED"
"RL2013D01E001"	"210900162191699968"	"RELATED"
"RL2013D01E001"	"210905374465855491"	"RELATED"
"RL2013D01E001"	"210906826965909504"	"RELATED"
"RL2013D01E001"	"210908999598612480"	"RELATED"
"RL2013D01E001"	"210914783556419584"	"RELATED"
"RL2013D01E001"	"210921502835613696"	"UNRELATED"
"RL2013D01E001"	"210921785133244416"	"RELATED"
"RL2013D01E001"	"210936170316705793"	"RELATED"
"RL2013D01E001"	"210940893035888640"	"RELATED"
"RL2013D01E001"	"210948592595247104"	"RELATED"
"RL2013D01E001"	"210969921876791296"	"RELATED"
"RL2013D01E001"	"210973520577044480"	"RELATED"
"RL2013D01E001"	"210991631585906689"	"RELATED"
"RL2013D01E001"	"210997419712839680"	"RELATED"
"RL2013D01E001"	"211004738798485504"	"RELATED"
"RL2013D01E001"	"211006026433036288"	"RELATED"
"RL2013D01E001"	"211009696457437184"	"RELATED"
"RL2013D01E001"	"211016453485371392"	"RELATED"
"RL2013D01E001"	"211016487027212288"	"RELATED"
"RL2013D01E001"	"211034354774843393"	"RELATED"
